CPF,Tipo de Financiamento,Valor Financiado,Número de Parcelas,Valor da Parcela,Taxa de Juros (%),Tem Seguro?,Instituição Financeira,Data de Início,Data de Término,Número de Parcelas Pagas,Número de Parcelas em Atraso,Tem Reajuste Anual?,Valor da Entrada
846.075.219-49,Imóvel,653471,122,5356.319672131148,4.94,Sim,Fernandes S/A,20/09/2022,11/09/2034,25,6,Sim,32328
165.430.289-98,Veículo,466554,168,2777.1071428571427,6.51,Sim,Martins,13/02/2024,08/06/2030,37,12,Sim,40340
524.937.610-06,Imóvel,934134,322,2901.0372670807456,3.26,Sim,Nascimento Montenegro - EI,15/03/2024,05/08/2045,6,0,Sim,62361
769.524.810-01,Veículo,88811,50,1776.22,8.11,Não,Gonçalves e Filhos,04/04/2023,10/03/2054,30,7,Sim,44287
765.210.984-11,Veículo,177881,92,1933.4891304347825,6.78,Não,Porto das Neves S.A.,29/04/2025,02/01/2041,68,3,Sim,45384
324.715.096-06,Imóvel,517234,145,3567.1310344827584,1.23,Sim,Moura,30/04/2025,25/05/2041,3,4,Sim,81858
982.173.064-78,Imóvel,595720,290,2054.206896551724,1.82,Sim,da Rosa,20/11/2021,11/08/2038,64,3,Não,81328
378.641.290-13,Veículo,264737,172,1539.1686046511627,9.5,Não,Melo,06/07/2020,03/05/2031,12,8,Sim,72488
830.214.967-50,Imóvel,564794,303,1864.006600660066,3.29,Sim,Borges - EI,11/07/2023,26/01/2040,288,1,Sim,50987
620.397.851-59,Veículo,79900,203,393.5960591133005,7.78,Sim,Cardoso S/A,26/09/2020,28/07/2054,136,4,Não,48597
897.510.346-39,Veículo,423687,337,1257.231454005935,6.84,Sim,da Mota Castro - EI,05/11/2023,08/01/2031,129,4,Sim,19923
853.916.042-06,Veículo,202992,72,2819.333333333333,9.71,Não,Cavalcanti - EI,25/12/2023,05/09/2054,68,4,Não,30416
791.056.438-48,Imóvel,607740,68,8937.35294117647,1.88,Sim,Moura Cardoso S.A.,21/05/2022,12/07/2032,59,3,Não,74176
361.082.574-07,Veículo,187224,332,563.9277108433735,5.07,Sim,Santos S.A.,25/09/2020,16/11/2049,219,7,Não,53361
298.605.741-11,Veículo,493001,319,1545.4576802507836,6.64,Não,Brito,13/03/2025,21/01/2051,284,9,Sim,96592
236.104.958-98,Imóvel,661677,104,6362.278846153846,2.71,Sim,Fogaça,29/01/2023,24/04/2053,28,8,Sim,37538
038.452.619-51,Imóvel,642458,299,2148.6889632107022,1.91,Sim,Leão Souza - ME,08/03/2024,06/06/2051,240,11,Sim,35575
792.643.018-87,Veículo,56080,356,157.52808988764045,7.29,Não,Novaes,14/06/2024,04/04/2044,268,7,Não,15915
750.698.143-20,Imóvel,908793,66,13769.59090909091,1.13,Sim,Borges S.A.,26/11/2020,05/02/2038,37,8,Não,19915
185.703.692-12,Imóvel,535870,301,1780.299003322259,2.49,Sim,Campos,30/03/2022,22/01/2027,134,3,Não,38673
836.071.459-20,Veículo,335259,18,18625.5,5.65,Não,Montenegro,02/10/2024,28/07/2042,6,4,Sim,94021
917.426.538-55,Imóvel,855515,313,2733.2747603833864,1.57,Sim,Marques,02/06/2023,08/02/2046,232,12,Não,93445
758.169.034-20,Veículo,245129,114,2150.254385964912,8.26,Não,das Neves Ltda.,19/01/2021,05/11/2051,66,6,Sim,14429
296.358.104-15,Veículo,380615,293,1299.0273037542663,5.38,Não,Costela,04/02/2023,07/09/2027,29,11,Não,66563
571.609.348-57,Imóvel,701264,153,4583.424836601307,2.68,Sim,Nogueira - ME,16/06/2024,04/03/2039,118,7,Sim,98395
519.603.472-25,Veículo,459985,312,1474.3108974358977,7.72,Sim,Lima,30/04/2025,08/10/2052,32,3,Não,69447
803.461.975-20,Imóvel,915476,354,2586.090395480226,1.86,Sim,Barros,03/04/2021,02/06/2041,77,9,Sim,36216
859.026.341-05,Veículo,416470,129,3228.4496124031007,6.04,Não,das Neves,07/10/2020,18/03/2046,41,6,Sim,46826
619.874.352-73,Imóvel,642193,184,3490.179347826087,4.27,Sim,Cunha,04/07/2020,31/08/2039,102,3,Sim,87138
305.694.781-20,Imóvel,705480,246,2867.8048780487807,3.37,Sim,Mendes,31/05/2024,07/03/2033,180,12,Não,62722
385.210.476-90,Imóvel,864336,63,13719.619047619048,1.33,Sim,Leão,24/06/2020,10/08/2032,7,9,Não,86054
523.794.806-56,Veículo,286578,178,1609.9887640449438,8.83,Não,da Cruz,28/07/2020,25/12/2044,118,4,Não,27493
208.174.953-04,Veículo,380227,276,1377.6340579710145,8.65,Sim,Monteiro,25/01/2025,19/08/2031,106,11,Sim,85862
076.531.289-12,Imóvel,745611,357,2088.546218487395,1.7,Sim,Melo S.A.,20/04/2022,24/10/2042,113,10,Não,10051
805.346.917-57,Veículo,163407,90,1815.6333333333332,7.09,Sim,Costa Borges - ME,28/03/2023,07/03/2029,44,6,Sim,65709
504.271.839-79,Imóvel,505743,181,2794.160220994475,2.64,Sim,Rezende e Filhos,28/09/2024,01/10/2053,117,9,Não,13491
914.658.073-57,Imóvel,963442,151,6380.41059602649,1.11,Sim,Melo Azevedo - ME,07/07/2021,03/11/2050,81,11,Não,92469
041.873.526-35,Veículo,236379,115,2055.4695652173914,9.98,Sim,Pacheco Teixeira Ltda.,16/03/2024,20/02/2046,69,7,Sim,15444
837.401.529-23,Veículo,285519,308,927.0097402597404,7.21,Sim,Garcia S.A.,15/10/2020,14/03/2050,47,8,Sim,12831
486.213.705-90,Imóvel,687130,93,7388.4946236559135,3.36,Sim,da Mota,17/07/2020,17/11/2049,93,1,Não,29195
037.198.425-41,Veículo,89469,262,341.48473282442745,5.08,Sim,Pacheco,15/04/2024,17/09/2044,119,0,Não,68019
671.435.289-19,Veículo,397628,50,7952.56,6.96,Não,Cassiano,08/09/2020,23/01/2038,47,5,Sim,89697
543.179.620-80,Veículo,237862,155,1534.5935483870967,9.7,Sim,Costela,28/09/2024,29/03/2030,107,0,Não,81911
915.840.726-01,Veículo,447680,287,1559.8606271777005,9.64,Sim,Jesus,25/03/2024,24/07/2050,215,6,Sim,85947
316.075.249-61,Imóvel,556442,169,3292.556213017752,2.11,Sim,Lima,26/02/2022,07/01/2042,141,5,Sim,48128
325.946.187-64,Imóvel,997975,154,6480.357142857143,4.88,Sim,Carvalho,05/04/2025,27/07/2039,22,6,Sim,72723
273.054.691-06,Imóvel,941456,77,12226.7012987013,1.0,Sim,da Rosa Moreira - ME,03/11/2023,22/04/2038,45,4,Sim,41652
839.701.452-79,Veículo,389224,314,1239.5668789808915,6.33,Não,Souza S/A,06/02/2024,28/12/2053,146,12,Sim,20222
237.019.648-31,Veículo,373726,320,1167.89375,7.86,Não,Jesus Cardoso S.A.,31/10/2021,01/04/2055,165,5,Não,74633
103.569.284-89,Imóvel,955326,73,13086.657534246577,2.12,Sim,Siqueira,17/01/2022,07/03/2047,5,1,Sim,51423
568.017.932-68,Veículo,499426,118,4232.423728813559,9.59,Sim,Cassiano,22/01/2024,03/07/2031,25,8,Não,63851
356.872.049-38,Veículo,170981,234,730.6880341880342,5.6,Não,Campos,25/11/2020,08/07/2031,51,3,Não,28176
796.451.032-07,Veículo,427722,82,5216.121951219512,9.18,Sim,Pires,01/07/2021,06/07/2037,52,10,Sim,53538
846.059.712-11,Veículo,110428,111,994.8468468468468,5.03,Sim,Ribeiro Monteiro - EI,24/10/2024,29/12/2037,96,3,Não,82648
304.892.651-89,Veículo,100220,227,441.4977973568282,5.01,Sim,Almeida e Filhos,11/12/2024,26/12/2028,116,9,Sim,63674
326.051.978-59,Imóvel,527166,135,3904.933333333333,1.68,Sim,Gonçalves,12/08/2024,02/02/2039,100,2,Não,89160
974.531.682-28,Veículo,378541,260,1455.926923076923,5.2,Sim,Lima Câmara S.A.,01/04/2025,20/09/2051,82,2,Não,67921
730.952.618-02,Veículo,409735,196,2090.484693877551,7.24,Não,Machado e Filhos,18/07/2023,25/06/2044,74,7,Sim,41257
167.485.092-11,Veículo,419014,188,2228.7978723404253,7.67,Não,Gomes,19/12/2022,14/04/2046,72,5,Sim,61323
630.594.278-10,Veículo,84234,80,1052.925,6.13,Sim,Cavalcanti Macedo Ltda.,14/12/2020,27/04/2049,29,2,Sim,99167
639.721.548-28,Imóvel,806070,24,33586.25,2.98,Sim,Duarte S/A,20/12/2024,24/01/2041,12,11,Não,90173
176.948.320-96,Imóvel,746649,15,49776.6,2.04,Sim,Gonçalves,25/12/2022,03/12/2046,14,10,Sim,76385
617.348.059-00,Imóvel,828030,196,4224.642857142857,4.3,Sim,Aparecida,07/12/2020,29/10/2053,167,10,Sim,52317
076.543.192-07,Veículo,106315,50,2126.3,8.58,Não,Freitas,18/07/2024,17/04/2043,1,0,Sim,95850
742.560.839-10,Veículo,216060,51,4236.470588235294,9.97,Não,Garcia Carvalho Ltda.,08/06/2024,08/02/2051,9,8,Sim,51863
124.578.063-80,Imóvel,722569,213,3392.342723004695,2.62,Sim,Melo,03/09/2020,13/02/2050,209,2,Sim,81313
305.791.826-30,Imóvel,739592,27,27392.296296296296,4.27,Sim,da Luz Gonçalves - EI,02/11/2022,12/09/2027,12,11,Não,70466
482.375.910-97,Imóvel,785923,303,2593.8052805280527,2.56,Sim,Cunha Silveira - EI,04/02/2022,18/08/2031,108,11,Sim,98743
651.043.897-66,Imóvel,997425,199,5012.185929648242,3.63,Sim,Novaes,30/04/2023,05/04/2040,10,9,Sim,84391
401.952.873-04,Imóvel,710937,251,2832.4183266932278,3.37,Sim,Fernandes - EI,09/05/2023,29/10/2046,76,12,Não,31143
073.159.682-02,Veículo,456889,121,3775.9421487603295,5.19,Não,Farias Ribeiro e Filhos,30/05/2020,29/06/2025,46,7,Não,11494
562.749.803-00,Veículo,310486,197,1576.0710659898475,8.83,Não,Viana - ME,02/01/2023,06/08/2038,197,5,Sim,52338
690.281.354-05,Imóvel,734292,301,2439.5083056478406,2.39,Sim,Brito,27/11/2023,07/05/2045,7,9,Não,43127
401.759.236-80,Imóvel,605125,355,1704.5774647887324,4.98,Sim,das Neves,27/01/2023,05/07/2042,231,7,Sim,65013
394.560.827-92,Imóvel,537248,66,8140.121212121212,3.79,Sim,Casa Grande,28/02/2024,25/03/2029,62,4,Não,80754
678.495.103-48,Imóvel,973241,106,9181.518867924528,3.96,Sim,Nunes,08/12/2020,26/09/2035,25,5,Não,20934
614.325.098-70,Imóvel,807730,334,2418.3532934131736,3.05,Sim,Carvalho S.A.,16/02/2024,19/07/2039,324,6,Não,92352
320.195.684-89,Veículo,81496,247,329.94331983805665,5.31,Não,Costela,20/11/2021,20/07/2026,77,7,Não,26394
136.205.487-90,Imóvel,976095,141,6922.659574468085,4.13,Sim,Barros Fogaça S/A,13/05/2024,27/03/2033,27,12,Não,53509
560.824.971-20,Veículo,224919,297,757.3030303030303,5.4,Não,da Conceição,11/06/2020,29/03/2049,256,7,Sim,82782
298.471.035-50,Veículo,449752,271,1659.6014760147602,8.67,Não,Cavalcante Barros S.A.,10/03/2022,29/10/2047,16,5,Sim,24069
916.382.704-22,Veículo,55548,268,207.26865671641792,6.51,Sim,da Cunha,16/02/2022,13/10/2053,210,5,Não,68450
876.193.254-09,Veículo,137641,334,412.0988023952096,7.56,Não,Correia,01/09/2020,10/05/2042,244,0,Sim,13862
860.719.524-76,Imóvel,530074,36,14724.277777777776,4.77,Sim,Cassiano e Filhos,01/11/2024,26/11/2042,26,7,Sim,29005
248.630.597-10,Veículo,386928,124,3120.3870967741937,7.69,Não,Rios,14/04/2021,08/03/2046,98,0,Sim,66000
072.496.583-10,Veículo,277917,59,4710.457627118644,9.87,Não,Cassiano Costela - EI,19/08/2022,06/01/2033,19,10,Não,53780
278.163.450-62,Imóvel,687292,105,6545.638095238095,4.25,Sim,da Paz Ltda.,22/09/2024,27/05/2052,13,12,Sim,99610
632.450.871-44,Veículo,68258,12,5688.166666666667,8.74,Não,Pinto,26/11/2024,03/06/2032,1,9,Sim,85642
671.248.509-67,Imóvel,508388,206,2467.902912621359,4.22,Sim,Lima Costela - EI,13/10/2020,21/10/2026,200,12,Não,21638
702.413.865-35,Veículo,459270,208,2208.028846153846,8.81,Sim,Fonseca Ltda.,30/08/2021,27/04/2030,208,4,Não,78393
073.964.581-10,Imóvel,975455,142,6869.401408450704,2.36,Sim,Mendes,24/04/2024,19/05/2042,99,2,Sim,48533
392.681.504-33,Imóvel,831726,100,8317.26,2.99,Sim,Cavalcante,28/07/2021,05/07/2054,58,5,Não,34851
934.087.156-10,Veículo,451716,52,8686.846153846154,7.53,Não,da Cruz,20/03/2021,29/03/2055,40,9,Não,51460
358.791.602-03,Veículo,204106,88,2319.3863636363635,8.79,Não,Campos,16/12/2022,22/06/2042,24,10,Sim,66397
861.045.723-08,Imóvel,618200,125,4945.6,4.05,Sim,Araújo Ltda.,26/02/2023,03/05/2031,103,2,Sim,78843
284.107.569-94,Imóvel,512468,127,4035.181102362205,2.84,Sim,das Neves,19/04/2021,29/09/2043,30,9,Não,88373
813.957.462-73,Imóvel,886250,297,2984.006734006734,2.77,Sim,Pinto e Filhos,19/10/2021,01/12/2036,46,6,Não,51728
627.413.590-16,Imóvel,520310,167,3115.62874251497,3.13,Sim,da Mata,17/04/2023,21/09/2037,96,1,Não,51732
498.630.715-01,Veículo,55923,42,1331.5,5.26,Não,Macedo Fernandes e Filhos,25/11/2021,02/12/2031,39,8,Não,39184
475.620.189-01,Veículo,408067,355,1149.4845070422534,6.37,Não,Vargas,15/08/2024,15/05/2031,31,11,Sim,75424
174.308.926-04,Imóvel,665464,250,2661.856,2.86,Sim,Monteiro Freitas S/A,21/10/2022,07/10/2026,78,0,Sim,39114
734.825.906-56,Imóvel,617021,326,1892.70245398773,2.45,Sim,Pires Teixeira S.A.,02/08/2024,10/08/2047,112,11,Não,12927
529.067.813-12,Veículo,68501,222,308.56306306306305,9.67,Sim,Novaes Andrade - EI,21/07/2020,17/02/2053,133,10,Sim,90273
097.165.328-30,Imóvel,576774,187,3084.3529411764707,1.22,Sim,Siqueira Cavalcante S/A,22/09/2020,03/08/2050,129,2,Não,40404
061.574.239-43,Imóvel,786246,256,3071.2734375,1.86,Sim,Melo Ltda.,28/09/2022,19/07/2042,162,1,Sim,48814
751.629.308-30,Veículo,461522,103,4480.796116504855,6.93,Não,Oliveira,08/01/2021,11/04/2049,85,1,Sim,88289
657.014.832-07,Veículo,439998,315,1396.8190476190475,8.08,Não,da Mata,11/01/2022,23/02/2054,298,1,Não,41125
179.345.682-82,Imóvel,779094,297,2623.212121212121,1.41,Sim,Dias,16/07/2023,22/12/2030,62,4,Não,48778
406.351.972-43,Imóvel,660637,162,4078.006172839506,1.01,Sim,da Rocha Silveira e Filhos,03/02/2023,03/02/2029,155,3,Sim,27264
910.764.358-66,Imóvel,853890,344,2482.238372093024,3.29,Sim,da Rosa S/A,15/09/2024,23/02/2039,140,12,Sim,40936
327.906.815-03,Imóvel,939447,279,3367.1935483870966,4.54,Sim,Casa Grande,17/08/2024,26/07/2046,260,2,Não,76512
637.548.192-91,Veículo,258792,15,17252.8,9.27,Não,Pastor Lima - EI,23/10/2024,12/04/2043,2,10,Sim,79566
980.321.764-03,Imóvel,520092,118,4407.559322033899,1.02,Sim,Nunes,03/05/2022,25/03/2048,68,2,Sim,36626
139.580.246-70,Veículo,442302,324,1365.1296296296296,6.38,Não,Sampaio Casa Grande S/A,03/02/2021,15/01/2055,153,5,Sim,27180
158.274.369-09,Imóvel,846917,124,6829.975806451613,1.84,Sim,da Costa S.A.,19/11/2021,09/12/2048,111,10,Não,67119
820.564.719-49,Imóvel,776559,90,8628.433333333332,4.61,Sim,Dias,16/09/2022,19/01/2032,4,0,Não,23349
354.170.682-17,Imóvel,649027,173,3751.601156069364,1.82,Sim,Castro,02/06/2021,04/04/2042,142,10,Sim,95270
218.603.947-87,Imóvel,511511,103,4966.126213592233,3.69,Sim,Lima,21/10/2020,23/06/2028,59,1,Não,39153
269.378.415-82,Imóvel,807688,305,2648.1573770491805,1.98,Sim,Castro,11/02/2025,20/06/2040,1,8,Sim,67245
014.398.657-01,Imóvel,512889,15,34192.6,1.14,Sim,Gonçalves,08/05/2023,23/10/2038,3,10,Sim,49733
274.530.698-74,Imóvel,621559,199,3123.412060301508,1.08,Sim,Gonçalves,18/12/2021,13/09/2040,120,1,Não,10307
870.569.341-10,Veículo,374154,343,1090.8279883381924,9.45,Não,Borges S/A,03/06/2020,04/02/2049,188,12,Não,72287
412.876.905-30,Imóvel,570788,308,1853.207792207792,4.24,Sim,Camargo Sá S/A,14/09/2020,27/07/2030,281,4,Não,59036
538.196.704-75,Veículo,325513,109,2986.3577981651374,5.22,Não,Correia,08/10/2021,30/01/2048,41,6,Sim,90248
928.746.013-22,Imóvel,836301,136,6149.27205882353,1.93,Sim,Pereira e Filhos,01/07/2022,01/11/2032,25,9,Não,39345
927.610.483-69,Veículo,180312,86,2096.651162790697,5.23,Sim,Campos,26/08/2020,11/04/2049,39,2,Não,10425
967.302.485-56,Imóvel,966246,223,4332.941704035875,3.91,Sim,Gonçalves,12/05/2023,09/03/2040,91,3,Não,86304
197.648.302-69,Veículo,456505,41,11134.268292682927,5.2,Sim,Alves,19/08/2023,11/09/2027,37,5,Sim,31336
981.623.047-03,Veículo,348535,278,1253.7230215827335,7.31,Não,Oliveira,25/02/2021,05/11/2032,253,8,Não,34600
091.723.458-88,Imóvel,539262,317,1701.141955835962,3.62,Sim,Nogueira - ME,22/05/2022,14/09/2027,290,3,Não,18956
572.094.831-79,Imóvel,838381,343,2444.2594752186587,2.7,Sim,Martins - ME,10/02/2022,23/10/2046,285,12,Sim,27154
652.039.841-15,Imóvel,949315,44,21575.340909090908,1.89,Sim,Casa Grande,27/11/2023,18/10/2038,18,10,Sim,63778
721.854.960-85,Imóvel,765863,83,9227.265060240965,4.42,Sim,Marques Barros Ltda.,25/12/2024,28/10/2034,48,12,Sim,34003
209.587.146-49,Imóvel,738793,167,4423.910179640719,3.85,Sim,Guerra,09/04/2024,03/06/2029,127,1,Sim,38515
683.572.091-30,Veículo,194661,183,1063.72131147541,8.84,Não,Porto,03/06/2024,09/03/2029,45,5,Sim,10548
906.541.738-93,Veículo,224390,163,1376.6257668711658,6.57,Não,Marques,01/05/2021,08/06/2050,155,11,Não,63194
681.754.239-19,Imóvel,524961,82,6401.963414634146,1.42,Sim,Rocha Ltda.,08/04/2024,13/09/2047,20,7,Não,34560
134.580.729-50,Imóvel,820696,56,14655.285714285714,3.89,Sim,Duarte,02/11/2021,29/09/2042,54,1,Sim,74450
507.148.396-39,Veículo,407658,188,2168.3936170212764,6.75,Sim,Costa Araújo S/A,28/02/2024,10/09/2029,94,8,Não,23540
295.807.641-58,Imóvel,915585,64,14306.015625,3.77,Sim,Pinto S.A.,16/01/2024,07/03/2048,29,2,Sim,45488
175.908.426-30,Imóvel,703551,42,16751.214285714286,3.93,Sim,Marques,01/10/2024,12/07/2044,34,4,Sim,55656
056.734.219-07,Imóvel,722797,338,2138.4526627218934,3.05,Sim,Ribeiro Cavalcanti e Filhos,06/06/2022,25/02/2035,167,6,Não,38347
845.096.317-66,Imóvel,845417,56,15096.732142857143,1.79,Sim,Cirino,29/01/2024,04/02/2035,12,6,Não,23316
702.561.839-02,Imóvel,534655,155,3449.3870967741937,1.15,Sim,Sampaio S.A.,11/10/2020,23/12/2050,42,1,Sim,50535
431.975.208-23,Veículo,445262,23,19359.217391304348,6.63,Não,Sousa,04/08/2021,07/09/2052,23,9,Não,39577
964.217.380-87,Veículo,380329,290,1311.4793103448276,6.75,Sim,Peixoto,12/09/2024,19/02/2054,89,7,Não,60016
510.298.647-30,Imóvel,599534,351,1708.074074074074,1.82,Sim,Silveira,26/01/2023,04/06/2041,290,12,Sim,88475
260.915.378-30,Imóvel,657890,205,3209.2195121951218,4.89,Sim,Ribeiro Barros S/A,07/03/2025,29/12/2041,105,12,Não,47584
582.907.431-14,Veículo,320816,333,963.4114114114114,8.35,Não,Novaes Ltda.,12/11/2021,06/11/2040,45,4,Sim,98392
653.802.974-47,Veículo,480287,220,2183.1227272727274,6.76,Não,Souza Almeida S/A,19/08/2022,01/05/2053,11,0,Sim,88981
154.786.392-73,Imóvel,517730,124,4175.241935483871,3.32,Sim,Barros Rodrigues - ME,24/05/2025,12/02/2037,30,2,Não,27205
816.340.972-03,Imóvel,570645,19,30033.947368421053,4.36,Sim,Cardoso Mendes - ME,22/06/2024,01/09/2038,2,2,Sim,88445
216.394.875-73,Veículo,370598,339,1093.2094395280235,5.86,Não,Borges,03/06/2022,02/10/2049,297,8,Sim,30273
204.853.917-32,Imóvel,627848,222,2828.1441441441443,2.41,Sim,Jesus,19/08/2023,04/03/2038,51,11,Não,29688
589.742.316-46,Veículo,317333,66,4808.075757575758,6.46,Não,Aparecida Camargo S.A.,28/01/2023,03/09/2027,16,7,Sim,30453
794.186.032-50,Imóvel,510508,82,6225.707317073171,4.88,Sim,Aragão,04/11/2024,22/02/2033,58,6,Sim,88579
063.589.142-51,Imóvel,834803,233,3582.845493562232,1.15,Sim,Vargas,24/08/2023,21/09/2031,191,9,Não,58683
506.439.178-10,Veículo,459035,96,4781.614583333333,9.1,Sim,Camargo S.A.,21/02/2021,07/02/2031,62,12,Não,91791
659.201.834-89,Veículo,495127,116,4268.336206896552,5.29,Sim,Cardoso - EI,02/08/2022,24/01/2055,53,12,Não,67672
062.317.459-61,Veículo,408690,133,3072.8571428571427,5.91,Sim,Fogaça e Filhos,26/09/2024,23/12/2032,65,3,Não,12558
340.689.157-84,Veículo,329807,56,5889.410714285715,6.43,Não,da Costa Jesus S/A,30/05/2021,25/02/2027,40,12,Sim,67122
134.062.598-98,Imóvel,910657,304,2995.582236842105,1.54,Sim,Camargo,23/04/2022,26/11/2033,303,6,Não,70575
253.978.641-37,Veículo,493349,192,2569.5260416666665,9.9,Sim,Araújo,22/04/2024,17/09/2039,132,9,Sim,51708
726.485.390-00,Veículo,278259,206,1350.771844660194,7.07,Sim,Martins e Filhos,06/04/2021,06/11/2049,140,4,Não,63283
547.190.382-04,Imóvel,728540,329,2214.4072948328267,3.73,Sim,Casa Grande,22/01/2023,05/06/2054,80,11,Não,69944
490.612.385-60,Imóvel,831840,165,5041.454545454545,3.94,Sim,Siqueira Garcia e Filhos,25/10/2021,23/10/2039,123,3,Sim,55496
245.163.980-60,Imóvel,534722,64,8355.03125,2.05,Sim,da Cunha,25/09/2020,16/08/2040,56,8,Não,66611
089.574.213-60,Imóvel,770842,297,2595.427609427609,4.61,Sim,Borges Lopes e Filhos,07/06/2024,18/03/2027,32,11,Não,50474
023.178.459-79,Imóvel,679681,143,4753.013986013986,3.89,Sim,Cassiano Silveira Ltda.,28/09/2024,21/08/2039,16,1,Sim,46412
357.914.620-34,Veículo,82161,290,283.3137931034483,6.2,Sim,Novaes,21/07/2024,22/09/2049,242,0,Sim,56509
247.809.136-40,Imóvel,606954,191,3177.769633507853,3.76,Sim,da Rocha,05/09/2024,02/10/2049,101,11,Não,91350
847.590.162-01,Imóvel,559445,201,2783.3084577114428,2.12,Sim,Cardoso Borges S.A.,07/10/2024,26/12/2052,105,2,Sim,75898
852.041.796-58,Imóvel,808808,155,5218.116129032258,4.27,Sim,Vasconcelos - ME,19/03/2024,28/10/2054,63,1,Não,21324
716.250.384-53,Imóvel,523302,117,4472.666666666667,2.97,Sim,Ramos Vasconcelos - ME,09/06/2024,11/05/2036,63,3,Sim,10082
195.847.360-00,Veículo,362973,81,4481.148148148148,9.38,Não,Souza Freitas e Filhos,04/07/2021,22/08/2028,66,6,Não,96537
769.213.480-40,Veículo,158152,196,806.8979591836735,5.41,Não,Rezende das Neves e Filhos,05/09/2023,08/03/2031,105,0,Sim,26513
708.156.324-44,Veículo,479959,331,1450.0271903323262,8.85,Sim,das Neves,27/03/2022,24/06/2033,17,1,Sim,65582
827.091.543-23,Veículo,399570,156,2561.346153846154,5.02,Não,Melo,24/02/2021,24/10/2037,156,0,Não,15123
218.360.954-06,Imóvel,628244,160,3926.525,4.91,Sim,Gomes,13/10/2020,16/04/2034,87,5,Não,25406
532.781.690-77,Imóvel,692038,144,4805.819444444444,2.13,Sim,Novaes,14/04/2022,12/08/2029,83,6,Sim,25554
697.452.310-61,Imóvel,656511,95,6910.642105263158,1.51,Sim,Rodrigues,15/09/2021,31/07/2047,21,0,Sim,54072
326.198.470-87,Imóvel,586233,262,2237.530534351145,1.73,Sim,Porto Nascimento S.A.,21/12/2020,08/10/2048,37,11,Não,93139
682.509.743-10,Veículo,447313,268,1669.0783582089553,7.83,Não,Araújo,15/01/2024,18/09/2047,261,3,Não,14508
047.896.523-00,Veículo,160783,328,490.1920731707317,7.31,Não,Aragão,29/07/2021,09/09/2054,265,10,Não,85675
536.914.802-33,Veículo,425746,258,1650.1782945736434,7.24,Sim,Ferreira,02/04/2022,22/02/2030,110,12,Não,55704
897.054.326-00,Veículo,357505,87,4109.252873563219,8.44,Sim,Pereira,02/10/2021,26/07/2044,36,6,Não,33447
071.594.863-66,Imóvel,611919,233,2626.261802575107,1.23,Sim,Gomes,10/09/2022,25/11/2042,173,8,Não,47707
169.284.375-37,Imóvel,800351,147,5444.56462585034,1.71,Sim,Farias S.A.,09/09/2023,25/05/2026,124,6,Sim,22902
573.489.102-97,Imóvel,709617,19,37348.26315789474,4.93,Sim,Aragão Câmara Ltda.,12/05/2023,19/12/2045,1,0,Sim,87898
152.438.076-80,Imóvel,929133,317,2931.018927444795,4.86,Sim,Gonçalves Ltda.,06/02/2022,27/02/2054,153,9,Não,95256
721.863.950-02,Veículo,100242,321,312.2803738317757,9.84,Sim,Garcia Ltda.,16/10/2020,17/12/2046,24,6,Sim,97586
046.572.391-80,Imóvel,715266,92,7774.630434782609,1.71,Sim,Cassiano,30/06/2020,19/02/2039,59,4,Não,14586
842.157.036-62,Imóvel,802013,141,5688.035460992908,4.07,Sim,Gomes,20/09/2023,31/03/2039,75,5,Sim,26334
513.746.829-00,Imóvel,864302,309,2797.0938511326863,4.46,Sim,da Cunha,15/07/2024,17/04/2026,116,0,Sim,47322
079.148.526-94,Veículo,254669,188,1354.622340425532,6.59,Sim,Pires,07/10/2022,01/08/2038,81,0,Sim,58998
912.534.086-70,Imóvel,986991,159,6207.490566037736,4.13,Sim,Nogueira,10/02/2024,17/04/2055,23,3,Não,93204
496.273.081-96,Imóvel,676115,206,3282.1116504854367,1.78,Sim,Machado,23/09/2024,18/08/2045,108,2,Não,37362
