CPF	Tipo de Seguro	Seguradora	Valor da Cobertura	Número de Sinistros	Valor do Prêmio Mensal
618.572.043-44	Automóvel	Freitas - ME	184767	1	419
507.961.234-70	Vida	Pinto - EI	572697	3	1026
589.243.176-28	Vida	Cirino Barros Ltda.	906938	2	327
647.839.021-78	Residencial	Barbosa Carvalho - ME	85762	4	1218
405.169.723-16	Residencial	Albuquerque S/A	224271	4	1000
291.857.430-97	Vida	Montenegro	685322	5	1414
714.658.032-62	Residencial	Cunha Araújo - ME	115379	2	557
875.394.026-10	Residencial	Montenegro - EI	429753	1	321
239.504.671-06	Vida	Cunha	928895	0	197
967.350.241-25	Automóvel	Castro Pires - ME	384554	1	880
349.016.257-99	Automóvel	Sá	330892	2	901
876.425.901-30	Automóvel	Fonseca	444332	0	740
026.379.458-00	Automóvel	da Luz	279284	0	200
769.340.215-25	Vida	Pastor Aparecida - EI	820999	2	1127
427.081.396-22	Vida	Borges Nascimento S/A	907974	5	1032
716.984.032-40	Residencial	Caldeira e Filhos	274790	1	367
067.548.219-49	Residencial	da Cunha S.A.	138215	4	1352
047.596.218-49	Residencial	Barros	275679	1	759
029.384.517-41	Vida	Fernandes Santos e Filhos	972948	3	581
375.089.164-84	Vida	Fonseca Vasconcelos - ME	679210	3	807
019.784.653-00	Residencial	Albuquerque	309713	2	717
716.530.948-93	Automóvel	da Rosa	106766	1	706
867.934.210-69	Residencial	Costela Ramos S/A	112570	2	926
689.247.503-56	Vida	Ferreira e Filhos	751188	1	1072
891.053.674-84	Residencial	Melo Sales S/A	499327	1	863
518.976.324-28	Automóvel	Cardoso Azevedo S.A.	258227	1	987
465.783.912-82	Residencial	Oliveira	444102	3	976
032.417.598-14	Residencial	Ramos - EI	309460	3	563
274.309.516-43	Residencial	Pinto	493765	5	716
104.657.892-85	Residencial	da Costa Fonseca S.A.	108154	1	1099
702.154.869-94	Vida	Gonçalves Ltda.	554569	3	798
160.942.378-03	Automóvel	Cunha	477115	0	521
241.706.985-76	Residencial	Costela Correia - ME	288726	1	302
594.823.176-37	Vida	Lima	639050	2	823
079.681.342-69	Vida	Pereira	804269	4	1330
248.630.579-38	Automóvel	das Neves Ltda.	447565	5	1062
432.167.508-17	Vida	Macedo Rios - EI	808689	0	537
125.409.376-16	Residencial	Peixoto	340420	4	918
984.265.130-42	Residencial	Rodrigues Siqueira Ltda.	92701	1	569
548.139.760-93	Automóvel	Siqueira - ME	221370	4	942
875.602.193-30	Vida	Casa Grande - ME	979500	4	950
021.589.473-14	Residencial	Correia Pimenta Ltda.	287746	1	342
258.061.379-02	Residencial	Costa S/A	389465	4	716
815.647.023-08	Vida	Nascimento - EI	913925	1	563
197.230.584-05	Automóvel	Silva - EI	467005	5	928
673.908.254-56	Vida	da Costa e Filhos	515119	5	721
803.127.459-23	Residencial	Peixoto Fogaça S.A.	499056	5	806
764.512.893-37	Residencial	Viana Carvalho - EI	373307	1	714
093.678.145-93	Automóvel	Macedo Ltda.	325729	2	999
920.758.164-76	Residencial	Porto S.A.	205890	3	475
467.205.198-67	Automóvel	Barbosa Ltda.	343442	4	711
583.194.207-41	Automóvel	Pires Peixoto S.A.	395149	5	1213
068.139.472-22	Residencial	Azevedo	145993	4	750
704.518.239-23	Automóvel	Rios S/A	306823	3	979
720.859.634-47	Automóvel	Barros	96834	1	760
754.831.096-00	Residencial	Andrade	156911	4	603
130.798.425-88	Vida	Castro Pastor e Filhos	991286	3	555
128.564.370-44	Automóvel	da Rocha	236311	0	891
483.690.527-38	Automóvel	Brito	480896	2	524
453.861.927-28	Vida	Pinto	527703	1	677
438.125.796-00	Residencial	Monteiro S/A	112861	0	259
732.946.850-92	Residencial	da Cunha	237718	1	769
740.283.196-50	Automóvel	da Luz	108168	0	553
318.257.094-32	Automóvel	Ramos	79324	3	920
728.903.651-40	Residencial	Lima Ltda.	395846	1	887
073.415.286-80	Automóvel	Rios	318798	0	585
182.309.647-69	Automóvel	Alves - ME	189621	0	618
370.625.849-83	Vida	Abreu	674455	1	242
379.456.108-20	Residencial	Cirino	408938	2	1188
860.329.175-68	Residencial	Freitas	386506	1	409
820.753.946-10	Automóvel	Fernandes Ltda.	484606	1	901
026.173.984-04	Automóvel	Nascimento	67463	3	811
598.340.621-33	Vida	Carvalho	931108	0	473
217.430.896-78	Residencial	Ferreira e Filhos	227258	1	1045
254.698.173-00	Automóvel	Casa Grande	369637	1	313
425.367.890-47	Residencial	Borges	95549	4	550
048.251.769-76	Automóvel	Moraes	91989	0	395
513.264.780-44	Residencial	Rocha Leão Ltda.	194310	0	945
420.753.689-29	Automóvel	da Cunha Fogaça - ME	108932	1	698
295.071.684-94	Vida	Leão - ME	943856	2	370
509.743.826-47	Vida	Santos	935387	2	807
614.932.705-16	Automóvel	Oliveira	232369	1	753
085.429.371-04	Residencial	Melo S.A.	82355	0	642
872.604.513-35	Residencial	Alves - EI	208700	4	556
147.295.836-55	Residencial	Monteiro	98422	2	1063
673.248.905-47	Vida	Lima	808749	4	931
653.491.820-05	Vida	Almeida	586629	4	1254
751.243.906-70	Residencial	Aragão - EI	399618	0	545
531.928.460-89	Automóvel	da Luz Carvalho S/A	346701	2	378
021.593.876-30	Residencial	Cavalcanti Ltda.	58199	1	803
803.275.914-04	Residencial	Aparecida	234087	1	517
168.947.035-66	Vida	Machado Lima e Filhos	964906	1	621
680.519.743-01	Vida	Silveira	899765	4	555
389.754.610-84	Residencial	Marques	142594	1	685
956.043.271-07	Vida	Porto Pires e Filhos	762368	1	876
268.509.143-24	Residencial	Almeida	148682	4	1092
796.402.158-30	Residencial	Pinto	293264	1	222
580.241.637-80	Residencial	Barros	454265	0	455
185.269.470-01	Vida	da Luz Peixoto S/A	648115	4	528
725.980.461-02	Vida	Rodrigues Pinto - ME	805768	1	971
430.875.261-26	Residencial	Sales Lima e Filhos	72075	4	897
308.421.659-24	Automóvel	Pacheco	116962	1	286
371.498.526-37	Automóvel	Fogaça S.A.	321273	2	461
526.108.739-21	Residencial	Nogueira Almeida Ltda.	456624	0	923
539.740.861-10	Automóvel	Ramos	148481	1	623
078.169.234-22	Automóvel	Camargo Sousa - ME	403549	1	1091
673.105.894-75	Automóvel	Cirino	90190	1	336
539.064.817-00	Automóvel	Gonçalves e Filhos	202730	3	1095
297.468.503-00	Residencial	Pacheco	322447	4	617
534.268.107-35	Residencial	Casa Grande	267588	2	698
139.254.876-46	Automóvel	da Costa	303294	1	695
798.051.642-76	Vida	Rios da Luz S.A.	896613	1	741
531.680.274-80	Vida	Pastor Mendonça e Filhos	909449	0	178
263.190.845-70	Vida	Borges	783045	1	994
671.295.408-85	Residencial	Souza Ltda.	419480	2	612
593.620.874-56	Automóvel	da Paz S/A	285838	4	824
615.037.298-77	Vida	Aparecida	824393	4	1318
538.294.670-10	Automóvel	Souza Cirino e Filhos	237018	1	699
240.817.395-79	Vida	Gomes	828631	1	249
495.120.863-60	Residencial	Martins	216253	5	1349
290.361.475-06	Vida	Novais - EI	731834	0	270
807.942.156-02	Automóvel	Gonçalves Ltda.	487088	0	762
906.752.813-77	Residencial	Rocha Castro S.A.	360681	4	1269
197.608.542-01	Vida	Cassiano S/A	684366	2	683
108.379.624-04	Residencial	Pastor Pimenta - EI	414950	0	687
196.825.704-76	Vida	Teixeira da Luz e Filhos	679546	2	993
093.162.485-15	Automóvel	Peixoto Costa S.A.	293691	1	287
984.361.750-93	Residencial	Ferreira S/A	456189	1	672
865.379.142-64	Automóvel	Porto	245897	0	678
374.861.059-93	Automóvel	Lima	60308	3	482
107.342.869-96	Automóvel	Correia Casa Grande e Filhos	208056	1	689
437.065.281-26	Residencial	Rezende	457902	3	958
963.258.174-19	Automóvel	da Conceição	300725	5	1189
731.568.420-44	Automóvel	Araújo Nascimento S.A.	346039	2	463
342.017.569-80	Vida	Ribeiro da Costa Ltda.	502281	4	942
081.954.762-01	Vida	Almeida	647722	3	474
014.763.528-44	Residencial	da Luz	464728	0	210
167.452.839-64	Automóvel	Mendonça Monteiro S.A.	313346	2	498
954.038.612-89	Residencial	da Mata Peixoto e Filhos	153148	0	519
620.314.758-35	Vida	Aparecida - EI	923325	5	1117
239.408.751-04	Residencial	da Luz	321201	5	1415
942.703.516-16	Automóvel	Vasconcelos Gonçalves - ME	307418	1	1010
427.506.138-17	Residencial	Sá Ltda.	455734	2	331
521.076.439-70	Automóvel	Azevedo Ltda.	365471	2	555
348.916.027-40	Residencial	Azevedo	151819	3	1108
198.403.725-05	Vida	Barros	851708	2	385
689.270.451-49	Residencial	Alves Machado e Filhos	366353	0	956
458.627.309-74	Automóvel	Garcia	474443	4	730
602.847.591-20	Vida	Nascimento	625522	1	1041
485.071.963-57	Vida	da Cruz Novais Ltda.	509077	2	584
032.451.697-52	Vida	Freitas Vieira - EI	557798	4	985
153.849.760-39	Residencial	Rezende	433491	2	1132
076.532.198-02	Automóvel	Fonseca Souza - EI	420347	1	720
902.318.645-15	Vida	Melo	759904	3	976
071.845.629-76	Residencial	da Cruz	499304	0	477
259.438.670-74	Residencial	Martins	247671	3	525
104.385.269-70	Vida	Fogaça Souza - ME	650628	2	639
093.528.471-05	Automóvel	Souza	387268	4	1198
412.079.853-41	Automóvel	Rocha	244372	3	710
943.658.027-47	Residencial	Souza S/A	106092	0	194
869.310.527-21	Automóvel	Cassiano Sousa S.A.	151721	3	1061
248.057.961-11	Residencial	Nunes	411928	2	399
368.427.091-13	Vida	Duarte	502274	4	693
540.763.291-80	Vida	Nascimento e Filhos	922455	1	872
074.953.681-01	Vida	Vasconcelos e Filhos	593632	0	417
354.206.817-90	Residencial	Moraes Jesus S.A.	130534	4	589
456.908.723-00	Vida	Pires Pires Ltda.	563577	2	917
563.940.721-25	Automóvel	Costa Fonseca e Filhos	433130	2	465
495.601.783-93	Vida	Rocha	869764	0	997
806.542.319-15	Residencial	Macedo	350102	2	793
385.492.160-89	Vida	Lopes	759832	2	670
784.596.132-91	Automóvel	Camargo Caldeira - ME	279524	2	814
329.064.517-70	Vida	Santos Pinto - EI	921455	5	808
310.692.785-21	Automóvel	Martins	358142	0	535
967.243.851-64	Residencial	Melo	354003	4	1389
925.604.381-51	Vida	Cavalcanti e Filhos	565893	0	919
782.453.091-41	Vida	Gomes Leão e Filhos	697743	1	578
643.259.817-64	Vida	Pacheco S.A.	642029	0	805
573.601.948-57	Residencial	da Mata Fonseca S.A.	199854	3	1142
204.176.598-49	Residencial	Vargas	108974	2	317
685.341.702-07	Vida	Martins	775643	0	328
146.875.932-91	Automóvel	da Conceição Ltda.	235395	1	886
095.612.748-76	Vida	Cirino	838551	0	252
803.724.956-56	Automóvel	Souza	268030	3	1201
375.621.894-55	Vida	Souza	918119	5	1464
365.907.821-21	Vida	Gonçalves S/A	736862	1	778
527.384.610-26	Residencial	Rodrigues Machado S.A.	403266	5	744
625.178.930-12	Automóvel	Fogaça	365603	0	568
173.280.546-62	Automóvel	Pimenta S.A.	107713	5	660
648.107.593-93	Automóvel	da Paz Barros S/A	379283	2	947
856.419.023-06	Residencial	Cirino S/A	488205	4	1302
265.089.174-20	Vida	Abreu	879439	0	138
287.069.153-02	Residencial	Camargo	353157	0	831
317.529.486-37	Residencial	Rodrigues	356816	3	1078
386.704.195-48	Residencial	Pinto Ltda.	395897	5	1298
297.130.845-60	Automóvel	Sales Rios Ltda.	156894	5	1030
784.190.235-23	Vida	Teixeira Ribeiro e Filhos	813548	5	740
567.109.483-66	Vida	Cavalcante Novais e Filhos	906534	5	1069
098.163.275-03	Residencial	Nunes	292159	5	1344
386.547.129-37	Automóvel	Rezende Ltda.	136806	1	892
764.802.591-49	Vida	da Rosa da Conceição Ltda.	961348	0	856
418.506.973-10	Vida	Cunha - ME	556836	2	1176
013.625.897-21	Vida	Almeida	961125	3	743
760.514.983-20	Residencial	Peixoto	360715	5	805
137.695.820-12	Residencial	Vasconcelos Barbosa - EI	338704	4	1022
268.095.374-65	Vida	da Mata e Filhos	769548	2	839
816.057.243-35	Vida	da Costa	862565	0	436
480.597.631-48	Residencial	Guerra - ME	202367	3	1147
520.174.693-43	Vida	Campos	786400	1	854
923.817.450-41	Residencial	Albuquerque	220595	3	1103
167.490.253-07	Vida	Aragão	817120	0	481
647.098.132-13	Vida	Siqueira - ME	623779	4	578
820.364.159-89	Vida	Barros Silveira Ltda.	838631	2	459
762.403.819-69	Automóvel	da Cruz	187498	4	1262
485.127.039-97	Vida	das Neves	753478	4	1136
596.014.378-00	Vida	Fogaça	992318	3	973
321.460.987-40	Residencial	Melo - ME	411480	2	364
420.576.819-20	Vida	Vieira	813534	3	1075
506.234.781-53	Residencial	Nogueira	184874	2	479
958.017.426-11	Vida	Novais	881219	5	1304
650.387.194-57	Automóvel	Vasconcelos	183777	5	1041
417.806.239-50	Vida	Machado Costela e Filhos	560309	1	421
658.739.214-82	Vida	Lima	629911	2	928
382.907.564-29	Vida	Câmara	682619	2	996
295.801.674-94	Residencial	Viana	67520	5	948
459.182.730-50	Vida	Almeida	589648	5	835
246.893.015-06	Automóvel	Correia Ramos - EI	79044	4	1034
942.017.586-30	Automóvel	Silveira	479013	3	1295
701.564.829-67	Automóvel	Barbosa	443971	2	898
783.905.621-03	Automóvel	Câmara Lopes e Filhos	449875	1	396
502.138.476-71	Residencial	Freitas	326664	2	1185
429.185.073-50	Vida	Montenegro	509902	5	1255
581.609.243-05	Automóvel	Camargo	332021	2	431
246.015.937-43	Vida	Azevedo Araújo S.A.	843471	4	1036
950.724.318-60	Residencial	Porto e Filhos	190310	1	908
801.243.697-31	Automóvel	da Mota S.A.	358414	2	764
745.062.938-00	Residencial	Lopes Alves e Filhos	232845	2	454
186.054.793-10	Automóvel	Borges	359282	2	1176
287.514.069-85	Residencial	Nascimento Teixeira Ltda.	272537	2	575
590.376.241-70	Vida	Duarte	798001	1	908
047.681.352-26	Automóvel	Sampaio	228669	4	787
601.732.495-07	Automóvel	da Cunha	421252	2	1001
367.298.104-40	Vida	Rodrigues - EI	849522	2	754
405.791.638-57	Automóvel	Macedo Jesus e Filhos	426816	1	394
032.597.461-61	Residencial	Aparecida	173454	0	871
732.604.591-70	Vida	Andrade Moura - ME	517701	5	1066
736.189.042-31	Automóvel	Cavalcanti	176059	4	877
016.425.837-07	Residencial	Souza	442690	1	988
716.842.359-28	Residencial	Costela	351664	4	1275
603.482.591-15	Automóvel	Almeida Ltda.	101507	5	1079
709.513.482-05	Residencial	Vargas Castro e Filhos	342047	1	714
846.059.312-60	Vida	Camargo Casa Grande S.A.	580179	5	1162
842.095.376-83	Vida	Machado	961491	1	423
653.294.187-55	Automóvel	Andrade	318747	5	816
812.097.635-59	Residencial	Moraes	120959	3	956
569.813.420-06	Automóvel	Carvalho	206220	5	978
531.642.098-51	Automóvel	Barros - ME	314516	1	971
246.019.573-70	Residencial	da Cunha	339615	2	305
641.720.895-85	Vida	Carvalho - EI	741673	0	484
413.258.069-51	Vida	Pimenta	699408	1	322
302.951.687-30	Residencial	da Cruz	289845	3	509
164.975.023-43	Residencial	Castro	472648	0	439
604.837.215-90	Automóvel	Sales	72972	1	408
610.482.537-08	Vida	Sampaio	927356	1	370
920.675.183-21	Automóvel	Novaes Machado S.A.	494442	5	764
431.297.586-82	Vida	Marques Ltda.	585173	2	826
954.368.271-28	Residencial	Cardoso Ltda.	352477	2	674
374.659.018-39	Automóvel	da Luz	481791	2	751
328.104.697-50	Vida	Moura	906365	1	884
419.586.370-84	Automóvel	Machado	151059	2	727
310.276.485-17	Vida	Machado e Filhos	588587	1	1077
720.891.453-23	Vida	Dias Costa S.A.	736953	4	651
465.307.219-16	Automóvel	Ramos	307378	3	1259
210.893.764-13	Residencial	Teixeira	363333	5	986
026.351.984-89	Residencial	Moreira	182199	1	619
589.460.371-48	Vida	Campos	586850	2	456
370.126.489-96	Vida	Melo	886676	3	517
459.231.687-82	Residencial	Rios - EI	76294	4	1343
439.502.618-42	Residencial	Pacheco	159217	3	734
130.289.547-88	Automóvel	Teixeira	318637	4	1047
401.853.762-07	Residencial	Cavalcanti	343425	1	739
306.472.958-65	Residencial	da Rocha	445669	0	684
961.832.507-59	Automóvel	Alves	374864	5	1227
263.158.497-09	Automóvel	Marques Cardoso e Filhos	461383	1	304
473.592.806-56	Residencial	Machado	269140	0	769
694.508.712-30	Vida	da Luz Mendes S/A	588374	0	900
853.069.714-66	Residencial	Peixoto S/A	218916	2	973
895.104.362-24	Automóvel	Pires	155227	5	1285
571.290.863-86	Residencial	Araújo S/A	442254	3	916
670.425.318-17	Automóvel	Dias da Mota - ME	199191	0	870
403.672.195-06	Automóvel	Cassiano	449054	5	725
634.052.897-00	Residencial	Macedo - ME	486685	1	845
453.962.710-43	Residencial	Fernandes	296840	3	1095
754.091.832-23	Automóvel	Costa - EI	472843	1	522
501.724.689-49	Automóvel	Teixeira Nogueira - EI	66875	2	1014
280.934.761-13	Automóvel	Aragão S.A.	51687	0	655
130.287.645-71	Vida	Pacheco	554236	2	541
378.612.590-21	Residencial	Martins	393290	4	922
380.762.514-35	Automóvel	Correia - EI	215745	5	1265
491.328.607-22	Automóvel	Pereira S/A	91225	3	692
420.871.596-02	Automóvel	da Mota	405877	4	614
261.084.759-94	Automóvel	Correia Costa - ME	65051	5	1469
186.394.570-93	Automóvel	Aragão Silva - EI	98366	2	364
270.519.683-86	Automóvel	Silva	462832	5	678
420.951.867-02	Vida	Fonseca S/A	882569	0	823
210.569.348-24	Automóvel	da Rocha - EI	217814	1	227
145.097.268-30	Residencial	da Luz da Cunha S.A.	219213	3	1258
350.924.687-00	Residencial	Nunes	112204	4	876
104.982.736-87	Automóvel	Camargo S.A.	240399	1	841
094.186.257-76	Automóvel	Oliveira	147996	0	525
251.076.348-26	Residencial	Costa	386641	4	1127
489.072.531-88	Residencial	Santos Costa e Filhos	128432	4	883
273.849.605-92	Residencial	da Luz Ltda.	498580	3	1276
496.758.130-75	Residencial	Porto	216865	5	1228
087.641.935-00	Vida	Machado Silveira e Filhos	904453	5	1000
736.248.519-00	Vida	Gomes	662852	5	998
279.680.354-65	Residencial	Pires Jesus e Filhos	148131	5	1394
952.714.068-49	Vida	Correia	824142	0	523
852.910.476-58	Residencial	Abreu Câmara e Filhos	62238	2	665
947.256.813-00	Vida	da Cunha Aragão S.A.	773375	3	415
461.352.708-26	Automóvel	Vargas	159920	2	897
704.126.593-52	Automóvel	Lima Ltda.	77609	5	866
632.175.094-80	Automóvel	Sousa	252161	2	809
509.723.846-00	Automóvel	Fonseca Correia - ME	413644	5	1143
758.091.632-03	Residencial	Aragão S.A.	448399	1	462
804.536.792-00	Automóvel	Ferreira	139013	0	109
734.805.691-10	Residencial	Araújo Mendes S/A	393850	1	939
907.621.835-86	Residencial	Dias Cirino e Filhos	335912	1	309
619.750.284-49	Vida	Camargo	778799	4	1263
569.078.413-39	Vida	Fogaça	777226	1	1023
508.217.639-03	Automóvel	Carvalho	415361	4	1221
286.309.147-69	Residencial	Lima Cassiano e Filhos	392096	1	763
096.842.753-74	Automóvel	Correia - EI	427221	1	823
251.430.769-43	Automóvel	Pacheco	399977	0	413
142.765.038-17	Residencial	da Rocha	323428	5	1261
873.129.560-68	Residencial	Pimenta - EI	385771	0	767
284.917.630-31	Automóvel	Cunha Cavalcante e Filhos	253499	1	217
017.643.859-93	Vida	Moraes	932129	5	1114
980.234.576-83	Residencial	Vieira Pinto e Filhos	412198	1	422
452.708.316-35	Automóvel	Vargas	204972	4	682
710.945.836-93	Automóvel	Vargas Moreira S.A.	90401	3	1052
275.643.019-61	Automóvel	Montenegro Rodrigues S.A.	385822	5	937
985.416.032-70	Vida	da Cruz Fogaça S/A	846979	5	1387
390.761.542-52	Automóvel	Castro Ltda.	54995	0	693
538.942.176-00	Vida	Costa Garcia S/A	502183	1	832
695.102.483-98	Automóvel	Jesus	406171	1	571
082.173.456-35	Automóvel	Gomes - ME	209529	4	1208
594.012.376-70	Vida	Garcia Ltda.	764420	0	306
209.754.816-49	Residencial	Campos - EI	387278	3	696
981.640.237-87	Automóvel	Castro	351234	3	834
926.170.354-25	Automóvel	da Conceição	62383	2	417
275.186.439-28	Vida	da Luz Novaes Ltda.	582895	5	755
857.206.493-10	Residencial	da Mota - ME	215564	0	300
184.276.509-49	Vida	Rodrigues Porto Ltda.	779787	2	672
027.135.486-08	Residencial	Pires - EI	243518	2	1037
568.243.910-42	Vida	Montenegro	553133	2	897
230.158.794-05	Automóvel	Costa	310162	1	321
021.583.964-15	Vida	Aragão	851702	3	542
732.690.518-59	Automóvel	Vargas	442950	3	1238
302.468.571-53	Residencial	Duarte S/A	135979	2	532
574.018.369-39	Vida	Cunha - EI	840501	0	656
698.405.213-06	Residencial	Nascimento	118658	2	1046
674.951.083-39	Vida	Mendes Cassiano S/A	667746	1	741
610.954.278-49	Residencial	Ferreira e Filhos	275818	1	944
698.017.243-31	Automóvel	da Cruz e Filhos	351951	1	829
642.785.193-46	Residencial	Silveira	370990	3	628
103.895.746-00	Residencial	Rocha	459807	1	535
809.214.735-32	Vida	da Conceição - EI	921061	0	882
026.937.185-03	Residencial	Sá Nogueira - ME	431543	2	808
536.479.820-83	Residencial	Mendonça	231033	4	795
193.762.085-95	Vida	Mendes	534858	1	505
130.654.729-61	Automóvel	Gonçalves Novais Ltda.	179531	2	1189
382.967.041-96	Vida	Alves Ltda.	709136	1	333
241.398.057-14	Vida	Novais	733962	3	1089
023.945.178-32	Vida	Macedo	658736	4	1169
501.469.832-89	Automóvel	Viana	468745	2	920
510.682.937-21	Vida	Viana	502383	1	487
425.019.837-50	Vida	Santos	657106	3	829
897.453.261-19	Vida	Porto	839252	4	958
349.802.617-87	Automóvel	Pimenta S.A.	202683	5	767
915.324.860-06	Automóvel	Aragão e Filhos	56989	4	743
049.617.823-78	Automóvel	Silveira - EI	374427	2	1126
963.817.054-93	Automóvel	Fogaça	153405	3	754
701.563.824-07	Vida	da Mata	943691	3	795
380.625.719-12	Automóvel	da Cunha - ME	150819	0	980
489.206.137-96	Vida	Gonçalves	662655	1	527
253.819.647-73	Automóvel	Moraes	112655	2	473
395.842.617-46	Automóvel	Nogueira	479458	0	198
625.087.419-49	Automóvel	Novais Araújo e Filhos	339827	1	1039
592.168.470-85	Vida	Andrade Pinto - EI	609244	4	1237
167.095.483-84	Vida	Jesus - ME	589346	2	972
180.536.479-01	Vida	Montenegro Ltda.	915060	0	229
682.795.403-00	Automóvel	Castro Leão e Filhos	70134	0	749
659.231.048-06	Residencial	Peixoto Garcia Ltda.	363767	4	743
671.043.829-50	Automóvel	Aragão - ME	189689	2	913
860.793.124-50	Vida	Sá Almeida S.A.	723777	5	1475
287.610.953-03	Automóvel	Vieira Ltda.	215223	3	837
940.817.356-20	Vida	Câmara - EI	938811	0	773
065.381.294-98	Automóvel	Nunes S/A	204011	4	725
856.247.139-91	Automóvel	Cirino S/A	406209	1	655
719.854.320-05	Residencial	da Costa Leão Ltda.	130113	4	503
261.894.503-42	Residencial	Melo Pacheco Ltda.	341519	1	1011
872.953.014-88	Residencial	da Cruz	284598	2	986
671.204.539-80	Vida	da Rocha Martins e Filhos	887883	4	701
